bookID,title,authors,year,publisher,subject
7779,Horton Hears a Who!,"""Dr. Seuss,""",1967,Random House Books for Young Readers,Philosophy and psychology
7781,The 500 Hats of Bartholomew Cubbins,"""Dr. Seuss,""",2005,Random House Books for Young Readers,Technology
7784,The Lorax,"""Dr. Seuss,""",2017,Random House Books for Young Readers,Literature
7789,Daisy-Head Mayzie,"""Dr. Seuss,""",1994,Random House Books for Young Readers,Technology
7793,Dr. Seuss's ABC (Book & CD),"""Dr. Seuss,""",1967,Random House Books for Young Readers,History and geography
3520,The Spy Who Barked (Adam Sharp #1),"""George E. Stanley,""",1954,Random House Books for Young Readers,Social sciences
29819,The Landing of the Pilgrims,"""James Daugherty,""",1993,Random House Books for Young Readers,Science
8486,The Prophet of Yonwood,"""Jeanne DuPrau,""",1970,Random House Books for Young Readers,History and geography
42410,The Easter Rabbit's Parade,"""Lois Lenski,""",1950,Random House Books for Young Readers,Technology
42415,The Little Fire Engine,"""Lois Lenski,""",1986,Random House Books for Young Readers,Language
29081,Big Dog... Little Dog,"""P.D. Eastman,""",1954,Random House Books for Young Readers,Technology
29084,Flap Your Wings,"""P.D. Eastman,""",1974,Random House Books for Young Readers,Science
7615,Farm Animals (A Chunky Book),"""Phoebe Dunn,""",1986,Random House Books for Young Readers,Science
30236,The Little Butterfly,"""Sherry Shahan,""",2017,Random House Books for Young Readers,History and geography
25372,Are We There Yet?,"""David Levithan,""",1984,Random House Children's Books,Technology
6048,Juniper,"""Monica Furlong,""",1976,Random House Children's Books,Social sciences
38311,The Next Whole Earth Catalog: Access to Tools,"""Stewart Brand,""",1957,Random House Inc.,Arts and recreation
4223,The Da Vinci Code (Robert Langdon  #2),"""Dan Brown,""",1997,Random House Large Print,Science
27399,The Lost Painting,"""Jonathan Harr,""",2001,Random House Large Print,Religion
930,Memoirs of a Geisha,"""Arthur Golden,""",1958,Random House Large Print Publishing,Social sciences
36946,Random House Crossword Mega Omnibus  Volume 1,"""United Feature Syndication,""",1950,Random House Puzzles & Games,Religion
38524,Spunk & Bite: A Writer's Guide to Punchier  More Engaging Language & Style,"""Arthur Plotnik,""",1990,Random House Reference Publishing,Religion
24403,Nine Horses,"""Billy Collins,""",1973,Random House Trade,Arts and recreation
12546,A Working Stiff's Manifesto: A Memoir of Thirty Jobs I Quit  Nine That Fired Me  and Three I Can't Remember,"""Iain Levison,""",1990,Random House Trade,Religion
41264,The Franklin Affair,"""Jim Lehrer,""",2003,Random House Trade,Technology
11666,Rabbit at Rest (Rabbit Angstrom #4),"""John Updike,""",1981,Random House Trade,Technology
5057,The Truth about the Drug Companies: How They Deceive Us and What to Do about It,"""Marcia Angell,""",1991,Random House Trade,Arts and recreation
3343,Boogaloo on 2nd Avenue,"""Mark Kurlansky,""",1971,Random House Trade,Language
12335,Savage Beauty: The Life of Edna St. Vincent Millay,"""Nancy Milford,""",1993,Random House Trade,Social sciences
25307,No god but God: The Origins  Evolution and Future of Islam,"""Reza Aslan,""",1976,Random House Trade,Arts and recreation
8725,Comfort Me with Apples: More Adventures at the Table,"""Ruth Reichl,""",1950,Random House Trade,Science
4830,Shalimar the Clown,"""Salman Rushdie,""",1966,Random House Trade,Religion
9875,Grimus,"""Salman Rushdie,""",1966,Random House Trade,Technology
16051,The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier,"""Thad Carhart,""",1969,Random House Trade,Arts and recreation
10235,Mountains Beyond Mountains: The Quest of Dr. Paul Farmer  a Man Who Would Cure the World,"""Tracy Kidder,""",2001,Random House Trade,Language
7062,Paris to the Moon,"""Adam Gopnik,""",2015,Random House Trade Paperbacks,Science
40969,Absolute Trust in the Goodness of the Earth: New Poems,"""Alice Walker,""",1999,Random House Trade Paperbacks,Literature
7603,Reading Lolita in Tehran: A Memoir in Books,"""Azar Nafisi,""",1979,Random House Trade Paperbacks,Literature
676,Sailing Alone Around the Room: New and Selected Poems,"""Billy Collins,""",1992,Random House Trade Paperbacks,Technology
40465,Thank You for Smoking,"""Christopher Buckley,""",2022,Random House Trade Paperbacks,Science
9844,Prep : A Novel,"""Curtis Sittenfeld,""",1999,Random House Trade Paperbacks,Philosophy and psychology
40143,The Family That Couldn't Sleep: A Medical Mystery,"""D.T. Max,""",1954,Random House Trade Paperbacks,Technology
24914,The March,"""E.L. Doctorow,""",1994,Random House Trade Paperbacks,Social sciences
40923,Theodore Rex,"""Edmund Morris,""",1983,Random House Trade Paperbacks,Technology
40929,The Rise of Theodore Roosevelt,"""Edmund Morris,""",1994,Random House Trade Paperbacks,Literature
12657,The Source,"""James A. Michener,""",1968,Random House Trade Paperbacks,Religion
40941,The Scientists: A History of Science Told Through the Lives of Its Greatest Inventors,"""John Gribbin,""",1955,Random House Trade Paperbacks,Religion
11664,Brazil,"""John Updike,""",1991,Random House Trade Paperbacks,Language
27398,The Lost Painting,"""Jonathan Harr,""",2007,Random House Trade Paperbacks,Literature
3345,1968: The Year That Rocked the World,"""Mark Kurlansky,""",2002,Random House Trade Paperbacks,Technology
13839,The Botany of Desire: A Plant's-Eye View of the World,"""Michael Pollan,""",1971,Random House Trade Paperbacks,Religion
38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,"""Nassim Nicholas Taleb,""",2016,Random House Trade Paperbacks,Language
2056,An Evening of Long Goodbyes,"""Paul Murray,""",1959,Random House Trade Paperbacks,Science
880,Pompeii,"""Robert Harris,""",1961,Random House Trade Paperbacks,Language
10669,When Genius Failed: The Rise and Fall of Long-Term Capital Management,"""Roger Lowenstein,""",2011,Random House Trade Paperbacks,Social sciences
32987,The Greatest Generation,"""Tom Brokaw,""",1957,Random House Trade Paperbacks,History and geography
19596,Color: A Natural History of the Palette,"""Victoria Finlay,""",1963,Random House Trade Paperbacks,Literature
16074,A Dubious Codicil,"""Michael Wharton,""",1983,Random House UK Distribution,History and geography
11886,Falconer,"""John Cheever,""",1992,Random House UK Ltd (A Division of Random House Group),Language
41091,Unearthly Neighbors,"""Chad Oliver,""",1997,Random House Value Publishing,Literature
38898,The Guide to Hollywood and Beverly Hills,"""Charles Lockwood,""",2015,Random House Value Publishing,Religion
40468,The Crossing,"""Cormac McCarthy,""",1965,Random House Value Publishing,Arts and recreation
18640,Three Novels & Five Short Stories,"""Daphne du Maurier,""",1985,Random House Value Publishing,Social sciences
16761,Seven Complete Perry Mason Novels - The Case Of: The Foot-Loose Doll / The Glamorous Ghost / The Long-Legged Models / The Lucky Loser  The Screaming Woman / The Terrified Typist / The Waylaid Wolf,"""Erle Stanley Gardner,""",1950,Random House Value Publishing,Philosophy and psychology
8916,The Complete Science Fiction Treasury of H.G. Wells,"""H.G. Wells,""",1973,Random House Value Publishing,Language
43046,Jack London Illustrated: The Call of the Wild/White Fang/The Sea-Wolf/40 Short Stories,"""Jack London,""",2000,Random House Value Publishing,History and geography
41273,Fine Lines (One-Eyed Mack  #6),"""Jim Lehrer,""",1961,Random House Value Publishing,Science
10215,The Far Pavilions,"""M.M. Kaye,""",1991,Random House Value Publishing,Language
40303,Lost Boys,"""Orson Scott Card,""",1961,Random House Value Publishing,Literature
11262,Absolute Truths (Starbridge  #6),"""Susan Howatch,""",1968,Random House Value Publishing,Science
34938,First King of Shannara (Shannara Prequel),"""Terry Brooks,""",1995,Random House Value Publishing,Science
13653,Five Complete Novels,"""Ursula K. Le Guin,""",2001,Random House Value Publishing,Literature
13872,Geek Love,"""Katherine Dunn,""",1983,Random House Vintage,Literature
12381,Wilderness: The Lost Writings  Vol. 1,"""Jim Morrison,""",1995,Random House Vintage Books,History and geography
19066,Underdog (Wolfe Brothers  #1),"""Markus Zusak,""",2013,Ravensburger Buchverlag,Literature
4520,El príncipe de la niebla (Trilogía de la Niebla  #1),"""Carlos Ruiz Zafón,""",2019,Rayo,Religion
45503,El Alquimista: Edicion Illustrada: Edicion Illustrada,"""Paulo Coelho,""",2007,Rayo,Language
17005,Devilish,"""Maureen Johnson,""",2016,Razorbill,Literature
24763,So Yesterday,"""Scott Westerfeld,""",2012,Razorbill,Language
18057,A Damsel in Distress,"""P.G. Wodehouse,""",1969,rbooks,Philosophy and psychology
34229,Complete Guide to the Bible,"""Reader's Digest Association,""",1962,Readers Digest,Social sciences
34227,A Reader's Digest Songbook: Remembering Yesterday's Hits,"""William L. Simon,""",1953,Reader's Digest Association,Science
34224,New Complete Guide to Sewing,"""Reader's Digest Association,""",1969,Readers Digest.,Science
38085,Photos of the Gods: The Printed Image and Political Struggle in India,"""Christopher Pinney,""",2007,Reaktion Books,Arts and recreation
31763,Zur Genealogie der Moral,"""Friedrich Nietzsche,""",2005,Reclam,Technology
18214,Jacques der Fatalist und sein Herr,"""Denis Diderot,""",2003,Reclam  Ditzingen,History and geography
31607,Also sprach Zarathustra: Ein Buch für Alle und Keinen.,"""Friedrich Nietzsche,""",2014,Reclam  Leipzig,Science
43010,The Curious Incident of the Dog in the Night-Time,"""Mark Haddon,""",2016,Recorded Books,Religion
1053,The Richest Man in Babylon,"""George S. Clason,""",1967,Recorded Books  Inc.,Arts and recreation
42018,Seven Sunny Days,"""Chris Manby,""",1994,Red Dress Ink,History and geography
42177,Burning The Map,"""Laura Caldwell,""",1977,Red Dress Ink,Social sciences
1169,Monkey Business,"""Sarah Mlynowski,""",1984,Red Dress Ink,Science
26206,Me vs. Me,"""Sarah Mlynowski,""",1977,Red Dress Ink,Science
22774,Slightly Settled (Slightly  #2),"""Wendy Markham,""",1956,Red Dress Ink,Science
7996,Redwall (Redwall  #1),"""Brian Jacques,""",2009,Red Fox,Religion
33956,The Spook's Apprentice (The Last Apprentice / Wardstone Chronicles  #1),"""Joseph Delaney,""",2009,Red Fox,History and geography
3438,The Curious Incident of the Dog In the Night-time,"""Mark Haddon,""",1960,Red Fox,Religion
15858,Mirror Mirror,"""Gregory Maguire,""",2000,Regan Books,Social sciences
3384,Girlfriend in a Coma,"""Douglas Coupland,""",2003,ReganBooks,Language
6460,George Washington and Benedict Arnold: A Tale of Two Patriots,"""Dave R. Palmer,""",1953,Regnery History,Arts and recreation
30112,America Alone: The End of the World As We Know It,"""Mark Steyn,""",2004,Regnery Publishing,Social sciences
9349,The Real Jimmy Carter: How Our Worst Ex-President Undermines American Foreign Policy  Coddles Dictators and Created the Party of Clinton and Kerry,"""Steven F. Hayward,""",2005,Regnery Publishing,Arts and recreation
3871,The Politically Incorrect Guide to American History,"""Thomas E. Woods Jr.,""",1953,Regnery Publishing,Philosophy and psychology
6293,Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways,"""Jamie Jensen,""",2012,Rick Steves,Science
4605,Moo,"""Jane Smiley,""",2020,Rivages,Technology
23824,Speaks the Nightbird (Matthew Corbett  #1),"""Robert R. McCammon,""",2008,River City Publishing,Literature
4337,The Zanzibar Chest,"""Aidan Hartley,""",1974,Riverhead Books,Technology
12535,Plan B: Further Thoughts on Faith,"""Anne Lamott,""",2008,Riverhead Books,Philosophy and psychology
33795,Caucasia,"""Danzy Senna,""",1954,Riverhead Books,History and geography
36768,Symptomatic,"""Danzy Senna,""",1956,Riverhead Books,Science
19501,Eat  Pray  Love,"""Elizabeth Gilbert,""",1975,Riverhead Books,Philosophy and psychology
23202,The Last American Man,"""Elizabeth Gilbert,""",2012,Riverhead Books,History and geography
6505,Prozac Nation,"""Elizabeth Wurtzel,""",2014,Riverhead Books,Language
28749,The Brief and Frightening Reign of Phil,"""George Saunders,""",1993,Riverhead Books,Language
20941,The Western Canon: The Books and School of the Ages,"""Harold Bloom,""",2021,Riverhead Books,Religion
15888,An Instance of the Fingerpost,"""Iain Pears,""",1978,Riverhead Books,Philosophy and psychology
15890,An Instance of the Fingerpost,"""Iain Pears,""",2018,Riverhead Books,Social sciences
16442,The Dream of Scipio,"""Iain Pears,""",1961,Riverhead Books,Religion
19595,The Color of Water: A Black Man's Tribute to His White Mother,"""James McBride,""",1972,Riverhead Books,Technology
23438,Miracle at St. Anna,"""James McBride,""",1962,Riverhead Books,Literature
29209,The Color of Water: A Black Man's Tribute to His White Mother,"""James McBride,""",1988,Riverhead Books,Religion
7586,Awakening at Midlife: A Guide to Reviving Your Spirit  Recreating Your Life  and Returning to Your Truest Self,"""Kathleen A. Brehony,""",2014,Riverhead Books,History and geography
39849,Illuminata: A Return to Prayer,"""Marianne Williamson,""",1965,Riverhead Books,Arts and recreation
4261,Songbook,"""Nick Hornby,""",1972,Riverhead Books,History and geography
4264,Fever Pitch,"""Nick Hornby,""",1999,Riverhead Books,Religion
4267,High Fidelity,"""Nick Hornby,""",2000,Riverhead Books,Arts and recreation
10073,A Long Way Down,"""Nick Hornby,""",1954,Riverhead Books,Arts and recreation
9427,The Story of Chicago May,"""Nuala O'Faolain,""",2013,Riverhead Books,Science
36085,Everything Bad is Good for You,"""Steven Johnson,""",1957,Riverhead Books,Science
36086,The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science  Cities  and the Modern World,"""Steven Johnson,""",2015,Riverhead Books,Social sciences
15030,Bono: In Conversation with Michka Assayas,"""Michka Assayas,""",1964,Riverhead Hardcover,Arts and recreation
32625,Visions of Heaven and Hell,"""Clive Barker,""",1957,Rizzoli,Language
14043,Romanee Conti: The World's Most Fabled Wine,"""Richard Olney,""",2011,Rizzoli International Publications,History and geography
35499,Side Effects,"""Amy Goldman Koss,""",1969,Roaring Brook Press,Arts and recreation
18638,Le Sens du vent,"""Iain M. Banks,""",2006,Robert Laffont,Philosophy and psychology
44542,Mammoth Book Of Lesbian Short Stories (Mammoth Books),"""Emma Donoghue,""",1957,Robson Books  London,History and geography
40217,Kushiel's Justice (Imriel's Trilogy  #2),"""Jacqueline Carey,""",2010,Roc,History and geography
17683,Dead Beat (The Dresden Files  #7),"""Jim Butcher,""",2017,Roc,Technology
21621,Dealing in Futures,"""Joe Haldeman,""",1978,Roc,Arts and recreation
11938,The Innkeeper's Song,"""Peter S. Beagle,""",2004,Roc,History and geography
28650,Thin Air (Weather Warden  #6),"""Rachel Caine,""",1990,Roc,Literature
14003,The River's Gift,"""Mercedes Lackey,""",1980,Roc Hardcover,Science
8714,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,"""Al Gore,""",2021,Rodale Books,Social sciences
38175,The South Beach Diet: The Delicious  Doctor-Designed  Foolproof Plan for Fast and Healthy Weight Loss,"""Arthur Agatston,""",1962,Rodale Books,Social sciences
32939,New Rules: Polite Musings from a Timid Observer,"""Bill Maher,""",1958,Rodale Books,Social sciences
45515,Live Rich  Die Broke,"""Stephen M. Pollan,""",2018,Rodale Books,Social sciences
4241,The Illuminati Papers,"""Robert Anton Wilson,""",2008,Ronin Publishing (CA),Social sciences
44321,A Cargo of Women: Susannah Watson and the Convicts of the Princess Royal,"""Babette Smith,""",2016,Rosenberg Publishing,Religion
35574,The Rough Guide to The Beatles,"""Chris Ingham,""",1995,Rough Guides,Technology
18496,Mary Shelley: Her Life  Her Fiction  Her Monsters,"""Anne K. Mellor,""",1973,Routledge,Social sciences
17603,Where We Stand: Class Matters,"""bell hooks,""",1956,Routledge,History and geography
27091,Teaching to Transgress: Education as the Practice of Freedom,"""bell hooks,""",1951,Routledge,Science
9184,Ballet in Western Culture: A History of Its Origins and Evolution,"""Carol Lee,""",1989,Routledge,History and geography
18280,Introduction to Phenomenology,"""Dermot Moran,""",2005,Routledge,Social sciences
6290,The Road to Serfdom,"""Friedrich A. Hayek,""",1952,Routledge,Literature
89,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,"""Heidi Hayes Jacobs,""",2004,Routledge,History and geography
16806,The Man and the Author: John Milton: Twentieth Century Perspectives,"""J. Martin Evans,""",2006,Routledge,Language
5606,On Rhetoric and Language: Four Key Dialogues,"""Jean Nienkamp,""",1994,Routledge,Religion
28254,Stone Age Economics,"""Marshall Sahlins,""",1997,Routledge,History and geography
33539,World War II: A Short History,"""Michael J. Lyons,""",1968,Routledge,Religion
10261,The Art of Richard P. Feynman,"""Michelle Feynman,""",1987,Routledge,Science
31854,Philosophy: The Basics,"""Nigel Warburton,""",1996,Routledge,Religion
31916,Philosophy: The Classics,"""Nigel Warburton,""",2014,Routledge,Religion
32303,The New Don't Blame Mother: Mending the Mother-Daughter Relationship,"""Paula J. Caplan,""",2000,Routledge,Arts and recreation
5671,The Ethics of Rhetoric,"""Richard M. Weaver,""",1966,Routledge,Arts and recreation
28801,Why Did the Soviet Union Collapse?: Understanding Historical Change,"""Robert W. Strayer,""",2008,Routledge,Science
31891,A Short History of Modern Philosophy (Routledge Classics),"""Roger Scruton,""",1976,Routledge,Philosophy and psychology
39311,Brand New Justice: How Branding Places and Products Can Help the Developing World,"""Simon Anholt,""",2001,Routledge,Philosophy and psychology
36893,On Film (Thinking in Action),"""Stephen Mulhall,""",1984,Routledge,Arts and recreation
16947,Marxism and Literary Criticism,"""Terry Eagleton,""",1964,Routledge,History and geography
8643,Strange Sounds: Music  Technology & Culture,"""Timothy D. Taylor,""",1993,Routledge,Language
25494,Man for Himself: An Inquiry into the Psychology of Ethics,"""Erich Fromm,""",1963,Routledge Taylor & Francis Books Ltd imprint,Religion
25863,The Franco-Prussian War,"""Michael Eliot Howard,""",1980,Routledge/Taylor & Francis Ltd.,Technology
29823,From Nomads to Pilgrims: Stories from Practicing Congregations,"""Diana Butler Bass,""",1980,Rowman & Littlefield Publishers,Religion
32760,V.,"""Thomas Pynchon,""",2021,Rowohlt,Technology
11075,Konfetti Ungemütliches + Ungezogenes,"""Roald Dahl,""",1992,Rowohlt Taschenbuch Verlag GmbH,Technology
19532,Die Mandarins von Paris,"""Simone de Beauvoir,""",1985,Rowohlt Tb.,Philosophy and psychology
2826,Birth Of A Tragedy: Kashmir 1947,"""Alastair Lamb,""",1986,Roxford Books,Language
45052,The Mini Zen Gardening Kit,"""Daniel Abdal-Hayy Moore,""",2000,RP Minis,Literature
25027,Irish Blessings,"""Ashley Shannon,""",1972,Running Press,History and geography
37067,Pink Flamingos and Other Filth: Three Screenplays,"""John Waters,""",1986,Running Press,History and geography
36137,Bad Dreams,"""Kim Newman,""",1971,Running Press,Science
41544,The Mammoth Book of Storms  Shipwrecks and Sea Disasters,"""Richard Russell Lawrence,""",2000,Running Press,Language
24771,Evolution's Darling,"""Scott Westerfeld,""",1955,Running Press,Technology
44190,Monster Island (Monster Island  #1),"""David Wellington,""",1970,Running Press Adult,Religion
43556,The New American Splendor Anthology: From Off the Streets of Cleveland,"""Harvey Pekar,""",1998,Running Press Adult,History and geography
45054,The Zen Gardening Kit/Book and Japanese Rock Garden,"""Daniel Abdal-Hayy Moore,""",2015,Running Press Book Publishers,Literature
2096,God Created the Integers: The Mathematical Breakthroughs That Changed History,"""Stephen Hawking,""",2013,Running Press Book Publishers,Religion
43110,Echoes of the Marseillaise: Two Centuries Look Back on the French Revolution,"""Eric Hobsbawm,""",1960,Rutgers University Press,Religion
2304,The Emergence of Life on Earth: A Historical and Scientific Overview,"""Iris Fry,""",1996,Rutgers University Press,Social sciences
17550,Moods,"""Louisa May Alcott,""",1972,Rutgers University Press,History and geography
39339,Beat That! Cookbook,"""Ann Hodgman,""",1972,Rux Martin/Houghton Mifflin Harcourt,Social sciences
39969,A Long Way from Chicago (Saddleback's Focus on Reading Study Guides),"""Lisa S. French,""",1999,Saddleback Educational Publishing  Inc.,Philosophy and psychology
14312,El cazador de autógrafos,"""Zadie Smith,""",1974,Salamandra,Philosophy and psychology
15186,American Film Guide,"""Frank N. Magill,""",1956,Salem Press Inc,Language
15190,Looking for God in Harry Potter,"""John Granger,""",1969,SaltRiver,Philosophy and psychology
26436,Programming in C,"""Stephen G. Kochan,""",1955,Sams,Science
16336,The Unexpected Guest: A Play In Two Acts,"""Agatha Christie,""",1971,Samuel French Ltd,Social sciences
40156,The Thief (The Queen's Thief  #1),"""Megan Whalen Turner,""",1967,San Val,History and geography
1710,Confesiones de un chef,"""Anthony Bourdain,""",2009,Santillana USA Publishing Company,Science
43015,A Long Way Gone: Memoirs of a Boy Soldier,"""Ishmael Beah,""",2007,Sarah Crichton Books,Philosophy and psychology
29011,One Hundred Demons,"""Lynda Barry,""",1980,Sasquatch Books,Literature
6794,Cloud Atlas,"""David Mitchell,""",2021,Sceptre,History and geography
25021,How the Irish Saved Civilization,"""Thomas Cahill,""",1967,Sceptre,Social sciences
11174,All Rivers Run to the Sea,"""Elie Wiesel,""",1966,Schocken,Language
6971,Emma Lazarus,"""Esther Schor,""",1964,Schocken,Arts and recreation
9981,Der Prozess,"""Franz Kafka,""",2001,Schocken,Language
12876,Betraying Spinoza: The Renegade Jew Who Gave Us Modernity,"""Rebecca Goldstein,""",1984,Schocken,Science
22474,The Origins of Totalitarianism,"""Hannah Arendt,""",2021,Schocken Books,Social sciences
39855,Ten Kids  No Pets,"""Ann M. Martin,""",1994,Scholastic,Literature
1931,Avalanche,"""Arthur J. Roth,""",1968,Scholastic,Literature
24300,Poppy,"""Avi,""",1994,Scholastic,Social sciences
21194,The Stranger,"""Caroline B. Cooney,""",2009,Scholastic,Technology
23233,Ten Things I Hate about You,"""David Levithan,""",2008,Scholastic,Literature
17206,Lady Friday (The Keys to the Kingdom  #5),"""Garth Nix,""",1974,Scholastic,Social sciences
3119,Hunting the Hunter (On the Run  #6),"""Gordon Korman,""",2006,Scholastic,Language
3120,Public Enemies (On The Run  #5),"""Gordon Korman,""",1987,Scholastic,Arts and recreation
24037,The Deep (Dive  #2),"""Gordon Korman,""",1974,Scholastic,Social sciences
24047,The Stowaway Solution (On The Run  #4),"""Gordon Korman,""",2001,Scholastic,History and geography
24050,The Fugitive Factor (On The Run  #2),"""Gordon Korman,""",2013,Scholastic,Philosophy and psychology
24058,The Zucchini Warriors (Macdonald Hall  #5),"""Gordon Korman,""",1967,Scholastic,Technology
37909,Go Jump in the Pool! (Macdonald Hall  #2),"""Gordon Korman,""",1968,Scholastic,Religion
25752,Blind Flight,"""Hilary H. Milton,""",1954,Scholastic,Religion
4,Harry Potter and the Chamber of Secrets (Harry Potter  #2),"""J.K. Rowling,""",1956,Scholastic,Language
10,Harry Potter Collection (Harry Potter  #1-6),"""J.K. Rowling,""",1950,Scholastic,Religion
9253,Blubberina (Scrambled Legs  #5),"""Jahnna N. Malcolm,""",1995,Scholastic,Technology
10089,Mary  Queen of Scots: Queen Without a Country,"""Kathryn Lasky,""",1992,Scholastic,Science
38709,Holes (Holes  #1),"""Louis Sachar,""",2018,Scholastic,Literature
24093,Street Magic (The Circle Opens  #2),"""Tamora Pierce,""",2004,Scholastic,Social sciences
27877,Savage Stone Age Sticker Book (Horrible Histories),"""Terry Deary,""",2006,Scholastic,Social sciences
24052,Chasing The Falconers (On The Run  #1),"""Gordon Korman,""",2012,Scholastic  Inc.,Arts and recreation
7027,The Siege (Guardians of Ga'Hoole  #4),"""Kathryn Lasky,""",2009,Scholastic  Inc.,Literature
35806,The Journey (Guardians of Ga'Hoole  #2),"""Kathryn Lasky,""",1969,Scholastic  Inc.,Literature
35807,The Rescue (Guardians of Ga'Hoole  #3),"""Kathryn Lasky,""",1977,Scholastic  Inc.,Language
24337,Ella Enchanted (Ella Enchanted #1),"""Gail Carson Levine,""",2015,Scholastic Books,Language
3117,The Rescue (Kidnapped  #3),"""Gordon Korman,""",1950,Scholastic Books,Philosophy and psychology
24048,The Abduction (Kidnapped  #1),"""Gordon Korman,""",1976,Scholastic Books,Literature
24064,No More Dead Dogs,"""Gordon Korman,""",2003,Scholastic Inc,Philosophy and psychology
37594,The Eternity Code (Artemis Fowl  #3),"""Eoin Colfer,""",2006,Scholastic Inc.,Religion
45436,The Wish List,"""Eoin Colfer,""",1969,Scholastic Inc.,Technology
20086,The Mark of the Crown (Star Wars: Jedi Apprentice  #4),"""Jude Watson,""",1982,Scholastic Inc.,Science
25321,King of the Middle March,"""Kevin Crossley-Holland,""",2008,Scholastic Inc.,Social sciences
23549,The Journal of Scott Pendleton Collins: A World War 2 Soldier,"""Walter Dean Myers,""",1985,Scholastic Inc.,Social sciences
37869,Built To Last: Building America's Amazing Bridges  Dams  Tunnels  and Skyscrapers (Built to Last),"""George Sullivan,""",2000,Scholastic Nonfiction,Arts and recreation
3685,Black Beauty,"""Anna Sewell,""",1958,Scholastic Paperbacks,Language
21188,Wanted!,"""Caroline B. Cooney,""",1977,Scholastic Paperbacks,Arts and recreation
21016,The Secret City (Pyrates  #1),"""Chris Archer,""",2000,Scholastic Paperbacks,History and geography
27880,The Girl  the Dragon  and the Wild Magic (Rhianna  #1),"""Dave Luckett,""",1999,Scholastic Paperbacks,Technology
38918,No Accident (Little Secrets  #2),"""Emily Blake,""",1971,Scholastic Paperbacks,Language
18564,The Summit (Everest  #3),"""Gordon Korman,""",1995,Scholastic Paperbacks,Arts and recreation
24054,Losing Joe's Place,"""Gordon Korman,""",1979,Scholastic Paperbacks,Science
24056,Something Fishy at Macdonald Hall (Macdonald Hall  #7),"""Gordon Korman,""",2011,Scholastic Paperbacks,Religion
24065,Radio Fifth Grade,"""Gordon Korman,""",1958,Scholastic Paperbacks,Social sciences
24073,The Contest (Everest  #1),"""Gordon Korman,""",1964,Scholastic Paperbacks,Religion
8919,The Invisible Man,"""H.G. Wells,""",1955,Scholastic Paperbacks,Social sciences
38911,Your Best Friend's Boyfriend (Follow Your Heart  #1),"""J.E. Bright,""",1983,Scholastic Paperbacks,Literature
43035,White Fang,"""Jack London,""",2013,Scholastic Paperbacks,Language
14056,The Littles and Their Amazing New Friend,"""John Lawrence Peterson,""",1958,Scholastic Paperbacks,Technology
33028,Underworld (Star Wars: The Last of the Jedi  #3),"""Jude Watson,""",1963,Scholastic Paperbacks,Social sciences
26480,Witness,"""Karen Hesse,""",1972,Scholastic Paperbacks,Science
26482,The Music of Dolphins,"""Karen Hesse,""",1950,Scholastic Paperbacks,Language
35805,The Capture (Guardians of Ga'Hoole  #1),"""Kathryn Lasky,""",2010,Scholastic Paperbacks,Literature
17976,Hope Springs Eternal (Prairie River  #4),"""Kristiana Gregory,""",1966,Scholastic Paperbacks,Technology
38988,Awakening (Chasing Yesterday  #1),"""Robin Wasserman,""",1966,Scholastic Paperbacks,Language
38989,Betrayal (Chasing Yesterday  #2),"""Robin Wasserman,""",1986,Scholastic Paperbacks,Science
8953,Freak the Mighty (Freak The Mighty  #1),"""Rodman Philbrick,""",1980,Scholastic Paperbacks,Language
45492,Northern Lights (His Dark Materials  #1),"""Philip Pullman,""",1996,Scholastic Press,Technology
24431,Trickster's Choice (Daughter of the Lioness  #1),"""Tamora Pierce,""",2021,Scholastic Press,Science
14375,A Reading Guide to Island of the Blue Dolphins,"""Patricia McHugh,""",2000,Scholastic Reference,Arts and recreation
44921,Explode the Code 1,"""Nancy Hall,""",2021,School Specialty Publishing,Technology
34535,Rincewind the Wizzard,"""Terry Pratchett,""",1989,Science Fiction Book Club,Language
18874,The Poet  the Warrior  the Prophet,"""Rubem A. Alves,""",1989,SCM Press,History and geography
5214,Cry  the Beloved Country,"""Alan Paton,""",1962,Scribner,Technology
6150,Cry  the Beloved Country,"""Alan Paton,""",1959,Scribner,Language
13932,The Noonday Demon: An Atlas of Depression,"""Andrew Solomon,""",1953,Scribner,Philosophy and psychology
25719,New Jewish Wedding  Revised,"""Anita Diamant,""",1973,Scribner,Language
19608,The Doctor's House,"""Ann Beattie,""",1986,Scribner,Philosophy and psychology
1627,Brokeback Mountain,"""Annie Proulx,""",1998,Scribner,Social sciences
27999,Close Range,"""Annie Proulx,""",2015,Scribner,History and geography
28001,Accordion Crimes,"""Annie Proulx,""",1960,Scribner,Religion
28003,Heart Songs and Other Stories,"""Annie Proulx,""",1957,Scribner,History and geography
12994,Hamlet's Dresser: A Memoir,"""Bob Smith,""",2008,Scribner,History and geography
597,Killing Yourself to Live: 85% of a True Story,"""Chuck Klosterman,""",1967,Scribner,History and geography
